prediction	error	error_decile	abs_error_decile
4.17181587219	-0.171815872192	2	0
5.27329206467	-0.273292064667	2	0
3.0665242672	-0.0665242671967	3	0
5.11608886719	-0.116088867188	3	0
3.03586220741	-0.0358622074127	3	0
5.38006591797	-0.380065917969	2	0
4.06735897064	-0.0673589706421	3	0
5.08652639389	-0.0865263938904	3	0
4.20481204987	-0.204812049866	2	0
2.88159179688	0.118408203125	3	0
3.0043990612	-0.004399061203	3	0
3.03126239777	-0.0312623977661	3	0
5.11612939835	-0.116129398346	3	0
4.34982156754	-0.349821567535	2	0
3.22452259064	-0.224522590637	2	0
4.06789588928	-0.0678958892822	3	0
4.02839660645	-0.0283966064453	3	0
4.1431221962	-0.143122196198	2	0
4.093708992	-0.0937089920044	3	0
4.0931930542	-0.0931930541992	3	0
2.97869277	0.0213072299957	3	0
3.00691890717	-0.00691890716553	3	0
2.99541068077	0.00458931922913	3	0
4.07964277267	-0.0796427726746	3	0
2.81477379799	0.185226202011	3	0
3.23961377144	-0.239613771439	2	0
5.06758832932	-0.0675883293152	3	0
3.02352499962	-0.0235249996185	3	0
3.00930118561	-0.00930118560791	3	0
4.21576213837	-0.215762138367	2	0
5.36063766479	-0.360637664795	2	0
5.92775917053	-0.927759170532	1	2
4.99528408051	0.00471591949463	3	0
4.0290594101	-0.0290594100952	3	0
4.08184719086	-0.0818471908569	3	0
2.9734044075	0.0265955924988	3	0
3.24902367592	-0.249023675919	2	0
4.25658321381	-0.256583213806	2	0
5.19551610947	-0.195516109467	2	0
3.06145119667	-0.0614511966705	3	0
2.96896719933	0.0310328006744	3	0
2.82229208946	0.177707910538	3	0
2.98557114601	0.0144288539886	3	0
5.45177173615	-0.451771736145	2	1
3.08571648598	-0.0857164859772	3	0
2.92891359329	0.0710864067078	3	0
4.04209041595	-0.0420904159546	3	0
3.03147578239	-0.0314757823944	3	0
2.98666357994	0.0133364200592	3	0
3.01303529739	-0.0130352973938	3	0
3.09412479401	-0.0941247940063	3	0
4.14345741272	-0.14345741272	2	0
4.11235237122	-0.112352371216	3	0
3.99952673912	0.000473260879517	3	0
4.49291801453	-0.492918014526	2	1
3.03924274445	-0.0392427444458	3	0
4.06542682648	-0.0654268264771	3	0
2.81871581078	0.181284189224	3	0
4.07600879669	-0.0760087966919	3	0
2.94794130325	0.0520586967468	3	0
3.08126091957	-0.0812609195709	3	0
4.08861732483	-0.0886173248291	3	0
3.03343844414	-0.0334384441376	3	0
2.99151945114	0.00848054885864	3	0
3.95601511002	0.0439848899841	3	0
4.97783756256	1.02216243744	4	2
3.00805330276	-0.00805330276489	3	0
2.95339655876	0.0466034412384	3	0
5.42182970047	0.57817029953	4	1
2.88881015778	0.111189842224	3	0
4.09144878387	-0.0914487838745	3	0
2.99924230576	0.000757694244385	3	0
3.09363269806	-0.0936326980591	3	0
3.03504371643	-0.0350437164307	3	0
5.1163520813	-0.116352081299	3	0
3.44551205635	0.554487943649	4	1
3.00545859337	-0.00545859336853	3	0
2.8026227951	0.197377204895	3	0
4.06708621979	-0.0670862197876	3	0
3.24059176445	-0.24059176445	2	0
5.10846471786	-0.108464717865	3	0
4.92094802856	0.0790519714355	3	0
5.10353517532	-0.103535175323	3	0
4.031229496	-0.0312294960022	3	0
3.43722343445	0.562776565552	4	1
2.89123344421	0.108766555786	3	0
2.89104652405	1.10895347595	5	2
5.16546869278	-0.16546869278	2	0
2.9494395256	0.0505604743958	3	0
3.10719108582	-0.107191085815	3	0
4.10148334503	-0.101483345032	3	0
4.3644785881	-0.364478588104	2	0
2.95141005516	0.0485899448395	3	0
4.12522506714	-0.125225067139	3	0
5.25591897964	-0.255918979645	2	0
2.9409160614	0.0590839385986	3	0
3.00431537628	-0.00431537628174	3	0
3.94497513771	1.05502486229	4	2
2.89841103554	0.101588964462	3	0
3.03869795799	-0.0386979579926	3	0
3.78116154671	0.218838453293	3	0
4.13170289993	-0.131702899933	3	0
5.20951318741	-0.209513187408	2	0
2.99283623695	0.00716376304626	3	0
5.37257242203	-0.372572422028	2	0
3.9536511898	1.0463488102	4	2
2.94702792168	0.0529720783234	3	0
2.92285394669	0.0771460533142	3	0
4.12694215775	-0.126942157745	3	0
5.16614866257	-0.166148662567	2	0
5.32988500595	0.670114994049	4	1
4.03469610214	-0.0346961021423	3	0
4.98536014557	0.0146398544312	3	0
3.04499387741	-0.0449938774109	3	0
2.96331620216	0.0366837978363	3	0
3.09630656242	-0.0963065624237	3	0
5.16390419006	-0.163904190063	2	0
5.17448806763	0.825511932373	4	2
3.00894284248	-0.00894284248352	3	0
4.05727767944	-0.0572776794434	3	0
4.08950424194	-0.0895042419434	3	0
3.04934501648	-0.0493450164795	3	0
5.14853143692	-0.14853143692	2	0
2.79431557655	0.205684423447	3	0
5.08697986603	-0.0869798660278	3	0
4.1476650238	-0.147665023804	2	0
5.09839677811	-0.0983967781067	3	0
4.08510255814	-0.085102558136	3	0
5.48842859268	0.511571407318	4	1
3.99873995781	0.00126004219055	3	0
3.03958749771	-0.0395874977112	3	0
3.30871462822	-1.30871462822	1	3
3.09407830238	-0.0940783023834	3	0
3.02238988876	-0.0223898887634	3	0
3.55110931396	-0.551109313965	2	1
5.16819858551	0.83180141449	4	2
4.13774204254	0.862257957458	4	2
3.11862683296	-0.118626832962	3	0
3.011272192	-0.0112721920013	3	0
4.15025234222	-0.150252342224	2	0
3.09669494629	-0.0966949462891	3	0
4.9056186676	0.0943813323975	3	0
3.03839492798	-0.0383949279785	3	0
3.03407883644	-0.034078836441	3	0
4.8664689064	0.133531093597	3	0
3.84120392799	-1.84120392799	0	4
2.97940063477	0.0205993652344	3	0
3.05721259117	-0.0572125911713	3	0
3.73949170113	-0.739491701126	2	1
3.07583045959	-0.0758304595947	3	0
5.74745559692	-0.747455596924	1	1
2.86737823486	-0.867378234863	1	2
4.58244371414	0.417556285858	3	1
4.37452793121	0.625472068787	4	1
3.07955574989	-0.0795557498932	3	0
2.92329955101	0.0767004489899	3	0
4.1077208519	0.892279148102	4	2
4.13177537918	-0.131775379181	3	0
3.02535629272	-0.0253562927246	3	0
3.03147578239	-0.0314757823944	3	0
4.46281194687	-1.94767076969	0	4
5.08428907394	-0.0842890739441	3	0
2.85109305382	0.148906946182	3	0
3.05656719208	-0.0565671920776	3	0
3.50248765945	-1.50248765945	0	3
4.33159542084	-1.33159542084	1	3
4.9867401123	0.0132598876953	3	0
2.95813369751	0.0418663024902	3	0
3.07737731934	-0.0773773193359	3	0
5.10465431213	-0.104654312134	3	0
2.91384768486	0.0861523151398	3	0
4.8943696022	0.105630397797	3	0
4.08990573883	-0.0899057388306	3	0
5.25333166122	-0.253331661224	2	0
2.83617520332	0.163824796677	3	0
5.11392879486	-0.113928794861	3	0
4.03260803223	-0.0326080322266	3	0
4.13446807861	-0.134468078613	3	0
4.96593523026	0.0340647697449	3	0
4.0940322876	-0.0940322875977	3	0
3.13534641266	-0.135346412659	3	0
3.06141400337	-0.0614140033722	3	0
4.11010408401	-0.110104084015	3	0
3.97728562355	0.0227143764496	3	0
2.92810201645	0.071897983551	3	0
2.94029092789	0.059709072113	3	0
