0.38	0.53	2.0	1	3	0	0	1
0.8	0.86	5.0	3	6	0	0	2
0.11	0.88	7.0	3	4	0	0	2
0.72	0.87	5.0	3	5	0	0	1
0.37	0.52	2.0	1	3	0	0	1
0.41	0.5	2.0	1	3	0	0	1
0.1	0.77	6.0	3	4	0	0	1
0.92	0.85	5.0	3	5	0	0	1
0.89	1.0	5.0	3	5	0	0	1
0.42	0.53	2.0	1	3	0	0	1
0.45	0.54	2.0	1	3	0	0	1
0.11	0.81	6.0	3	4	0	0	1
0.84	0.92	4.0	3	5	0	0	1
0.41	0.55	2.0	1	3	0	0	1
0.36	0.56	2.0	1	3	0	0	1
0.38	0.54	2.0	1	3	0	0	1
0.45	0.47	2.0	2	3	0	0	1
0.78	0.99	4.0	3	6	0	0	1
0.45	0.51	2.0	2	3	1	1	1
0.76	0.89	5.0	3	5	0	0	1
0.11	0.83	6.0	3	4	0	0	1
0.38	0.55	2.0	1	3	0	0	1
0.09	0.95	6.0	3	4	0	0	1
0.46	0.57	2.0	1	3	0	0	1
0.4	0.53	2.0	1	3	0	0	1
0.89	0.92	5.0	3	5	0	0	1
0.82	0.87	4.0	3	5	0	0	1
0.4	0.49	2.0	1	3	0	0	1
0.41	0.46	2.0	1	3	0	0	1
0.38	0.5	2.0	1	3	0	0	1
0.09	0.62	6.0	3	4	0	0	1
0.45	0.57	2.0	1	3	0	0	1
0.4	0.51	2.0	1	3	0	0	1
0.45	0.55	2.0	1	3	0	0	1
0.84	0.87	4.0	3	6	0	0	1
0.1	0.94	6.0	3	4	0	0	1
0.38	0.46	2.0	1	3	0	0	1
0.45	0.5	2.0	1	3	0	0	1
0.11	0.89	6.0	3	4	0	0	1
0.41	0.54	2.0	1	3	0	0	1
0.87	0.88	5.0	3	5	0	0	1
0.45	0.48	2.0	1	3	0	0	1
0.4	0.46	2.0	1	3	0	0	1
0.1	0.8	7.0	3	4	0	0	1
0.09	0.89	6.0	3	4	0	0	1
0.84	0.74	3.0	2	4	0	0	1
0.4	0.55	2.0	1	3	0	0	1
0.57	0.7	3.0	3	6	0	0	1
0.4	0.54	2.0	1	3	0	0	1
0.43	0.47	2.0	1	3	0	0	1
0.13	0.78	6.0	1	2	0	0	1
0.44	0.55	2.0	1	3	0	0	1
0.38	0.55	2.0	1	3	0	0	1
0.39	0.54	2.0	1	3	0	0	1
0.1	0.92	7.0	3	4	0	0	1
0.37	0.46	2.0	1	3	0	0	1
0.11	0.94	7.0	3	4	0	0	1
0.1	0.81	6.0	3	4	0	0	1
0.38	0.54	2.0	1	3	0	0	1
0.85	1.0	4.0	3	5	0	0	1
0.85	0.91	5.0	3	5	0	0	2
0.11	0.93	7.0	3	4	0	0	2
0.1	0.95	6.0	3	5	0	0	2
0.36	0.56	2.0	1	3	0	0	2
0.11	0.94	6.0	3	4	0	0	2
0.81	0.7	6.0	2	4	0	0	2
0.43	0.54	2.0	1	3	0	0	2
0.9	0.98	4.0	3	6	0	0	2
0.76	0.86	5.0	3	5	1	0	2
0.43	0.5	2.0	1	3	0	0	2
0.74	0.99	2.0	3	3	0	0	2
0.09	0.77	5.0	3	4	0	0	2
0.45	0.49	2.0	1	3	0	0	3
0.09	0.87	7.0	3	4	0	0	1
0.11	0.97	6.0	3	4	0	0	2
0.11	0.79	7.0	3	4	0	0	2
0.1	0.83	6.0	3	4	0	0	2
0.4	0.54	2.0	1	3	0	0	2
0.43	0.56	2.0	1	3	0	0	1
0.39	0.56	2.0	1	3	0	0	1
0.45	0.54	2.0	1	3	0	0	1
0.38	0.49	2.0	1	3	0	0	1
0.79	0.59	4.0	1	3	0	1	1
0.84	0.85	4.0	3	6	0	0	1
0.11	0.77	6.0	3	4	0	0	1
0.11	0.87	6.0	3	4	0	0	1
0.17	0.84	5.0	3	3	0	0	1
0.44	0.45	2.0	1	3	0	0	1
0.37	0.57	2.0	1	3	0	0	1
0.1	0.79	6.0	3	4	0	0	1
