prediction	error	error_decile	abs_error_decile
0.11908045977	-0.00908045977011	5	0
0.706981424149	0.0130185758514	6	0
0.415830769231	-0.00583076923077	5	0
0.706981424149	0.183018575851	8	3
0.415830769231	-0.0558307692308	5	1
0.706981424149	0.0530185758514	6	1
0.11908045977	-0.0290804597701	5	0
0.706981424149	0.113018575851	7	2
0.11908045977	-0.0190804597701	5	0
0.415830769231	-0.00583076923077	5	0
0.415830769231	-0.0358307692308	5	0
0.415830769231	-0.0458307692308	5	0
0.706981424149	0.143018575851	7	2
0.468412698413	0.33489456869	9	7
0.415830769231	0.0141692307692	6	0
0.61510543131	-0.47510543131	0	9
0.11908045977	-0.0290804597701	5	0
0.11908045977	-0.00908045977011	5	0
0.11908045977	-0.0190804597701	5	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	0.0241692307692	6	0
0.415830769231	0.00416923076923	5	0
0.415830769231	-0.0158307692308	5	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	0.00416923076923	5	0
0.415830769231	-0.0458307692308	5	0
0.706981424149	0.133018575851	7	2
0.415830769231	-0.0158307692308	5	0
0.415830769231	0.0341692307692	6	0
0.11908045977	-0.0190804597701	5	0
0.706981424149	0.0830185758514	6	1
0.706981424149	0.193018575851	8	4
0.706981424149	0.103018575851	7	2
0.11908045977	-0.0190804597701	5	0
0.696326530612	0.00367346938775	5	0
0.415830769231	-0.00583076923077	5	0
0.415830769231	0.0241692307692	6	0
0.11908045977	-0.0290804597701	5	0
0.61510543131	0.28489456869	9	5
0.415830769231	-0.0358307692308	5	0
0.707187255158	-0.317187255158	1	6
0.415830769231	0.0341692307692	6	0
0.415830769231	-0.0158307692308	5	0
0.706981424149	0.193018575851	8	4
0.415830769231	0.0141692307692	6	0
0.415830769231	-0.0158307692308	5	0
0.11908045977	-0.0190804597701	5	0
0.415830769231	-0.0458307692308	5	0
0.415830769231	-0.0358307692308	5	0
0.415830769231	-0.0158307692308	5	0
0.415830769231	0.00416923076923	5	0
0.11908045977	-0.00908045977011	5	0
0.11908045977	-0.0290804597701	5	0
0.11908045977	-0.00908045977011	5	0
0.61510543131	0.20489456869	8	4
0.415830769231	-0.0358307692308	5	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	-0.0158307692308	5	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	0.0341692307692	6	0
0.415830769231	-0.00583076923077	5	0
0.11908045977	-0.0190804597701	5	0
0.415830769231	-0.0158307692308	5	0
0.415830769231	-0.00583076923077	5	0
0.11908045977	-0.0190804597701	5	0
0.706981424149	0.0230185758514	6	0
0.415830769231	-0.00583076923077	5	0
0.415830769231	-0.0458307692308	5	0
0.706981424149	0.173018575851	8	3
0.415830769231	-0.0258307692308	5	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	0.0141692307692	6	0
0.415830769231	-0.00583076923077	5	0
0.415830769231	-0.00583076923077	5	0
0.706981424149	0.0130185758514	6	0
0.11908045977	-0.0190804597701	5	0
0.415830769231	-0.0458307692308	5	0
0.415830769231	-0.0558307692308	5	1
0.11908045977	-0.0190804597701	5	0
0.415830769231	0.0341692307692	6	0
0.706981424149	0.133018575851	7	2
0.706981424149	0.0530185758514	6	1
0.706981424149	0.0330185758514	6	0
0.11908045977	-0.0290804597701	5	0
0.369901960784	-0.0899019607843	4	1
0.415830769231	0.0341692307692	6	0
0.61510543131	-0.19510543131	3	4
0.706981424149	0.153018575851	7	3
0.415830769231	0.00416923076923	5	0
0.415830769231	0.0241692307692	6	0
0.11908045977	-0.0190804597701	5	0
0.11908045977	-0.0290804597701	5	0
0.415830769231	0.0141692307692	6	0
0.11908045977	-0.0290804597701	5	0
0.706981424149	0.193018575851	8	4
0.415830769231	0.0241692307692	6	0
0.415830769231	0.0341692307692	6	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	-0.0458307692308	5	0
0.415830769231	-0.0358307692308	5	0
0.706981424149	-0.47510543131	0	9
0.11908045977	-0.0190804597701	5	0
0.706981424149	0.133018575851	7	2
0.415830769231	0.0241692307692	6	0
0.61510543131	0.29489456869	9	6
0.11908045977	-0.00908045977011	5	0
0.415830769231	0.0141692307692	6	0
0.415830769231	-0.0358307692308	5	0
0.11908045977	-0.00908045977011	5	0
0.706981424149	0.123018575851	7	2
0.706981424149	0.173018575851	8	3
0.11908045977	-0.0190804597701	5	0
0.706981424149	0.163018575851	7	3
0.415830769231	-0.0258307692308	5	0
0.415830769231	0.0141692307692	6	0
0.415830769231	0.0341692307692	6	0
0.706981424149	0.0730185758514	6	1
0.706981424149	0.0830185758514	6	1
0.415830769231	0.0141692307692	6	0
0.11908045977	-0.0290804597701	5	0
0.11908045977	-0.0190804597701	5	0
0.415830769231	-0.0558307692308	5	1
0.706981424149	0.193018575851	8	4
0.415830769231	-0.0258307692308	5	0
0.706981424149	0.0330185758514	6	0
0.706981424149	-0.47510543131	0	9
0.61510543131	0.24489456869	8	5
0.11908045977	-0.00908045977011	5	0
0.706981424149	0.0630185758514	6	1
0.11908045977	-0.0290804597701	5	0
0.415830769231	0.0441692307692	6	0
0.707187255158	-0.367187255158	1	7
0.415830769231	-0.0358307692308	5	0
0.415830769231	0.0141692307692	6	0
0.707187255158	-0.127187255158	4	2
0.706981424149	0.0630185758514	6	1
0.11908045977	-0.0190804597701	5	0
0.415830769231	0.0141692307692	6	0
0.415830769231	-0.0558307692308	5	1
0.11908045977	-0.0190804597701	5	0
0.415830769231	0.0141692307692	6	0
0.61510543131	0.27489456869	9	5
0.415830769231	0.0341692307692	6	0
0.415830769231	0.0141692307692	6	0
0.706981424149	0.0830185758514	6	1
0.707187255158	0.142812744842	7	2
0.415830769231	-0.0358307692308	5	0
0.415830769231	-0.0358307692308	5	0
0.415830769231	0.0441692307692	6	0
0.415830769231	-0.0458307692308	5	0
0.706981424149	0.0630185758514	6	1
0.725143753267	-0.47510543131	0	9
0.61510543131	0.13489456869	7	2
0.11908045977	-0.0190804597701	5	0
0.415830769231	-0.0358307692308	5	0
0.415830769231	-0.0258307692308	5	0
0.11908045977	-0.0190804597701	5	0
0.11908045977	-0.00908045977011	5	0
0.415830769231	0.0241692307692	6	0
0.415830769231	-0.0258307692308	5	0
0.707187255158	0.072812744842	6	1
0.706981424149	0.203018575851	8	4
0.415830769231	0.0141692307692	6	0
0.415830769231	0.0141692307692	6	0
0.707187255158	0.182812744842	8	3
0.468412698413	0.231587301587	8	4
0.706981424149	0.0230185758514	6	0
0.415830769231	-0.0258307692308	5	0
0.415830769231	-0.0458307692308	5	0
0.706981424149	0.113018575851	7	2
