prediction	error	error_decile	abs_error_decile
4.69077558607	-0.690775586072	1	1
4.0723509768	0.927649023197	4	2
3.36555880751	-0.365558807509	2	0
4.1134764223	0.8865235777	4	1
3.39788066625	-0.397880666248	2	0
4.11050510806	0.889494891937	4	1
4.49436328887	-0.494363288873	1	1
3.90101072485	1.09898927515	4	2
4.32424239443	-0.324242394428	2	0
3.27047821122	-0.270478211223	2	0
3.27988120308	-0.279881203084	2	0
3.23384785497	-0.233847854965	2	0
3.84130555614	1.15869444386	4	2
4.15840985891	-0.158409858913	2	0
3.51700485692	-0.517004856924	1	1
4.32931443793	-0.329314437925	2	0
4.62706710498	-0.627067104983	1	1
4.6922940676	-0.692294067599	1	1
4.54462304837	-0.544623048371	1	1
4.52665749945	-0.526657499445	1	1
3.31036924974	-0.310369249735	2	0
3.34248495527	-0.342484955273	2	0
3.20976282822	-0.209762828216	2	0
4.32766161604	-0.327661616035	2	0
3.54390449304	-0.543904493036	1	1
3.38016182737	-0.380161827368	2	0
4.10152365627	0.898476343732	4	1
3.46487718932	-0.46487718932	1	1
3.39160392494	-0.39160392494	2	0
4.73671966402	-0.736719664017	1	1
4.08330180778	0.916698192221	4	2
4.1376351706	0.862364829397	4	1
3.99261948186	1.00738051814	4	2
4.43253541647	-0.432535416465	1	0
3.42853975673	0.571460243274	3	1
3.34915988588	-0.349159885883	2	0
3.46853073325	-0.468530733255	1	1
4.28701264465	-0.287012644652	2	0
3.93050822947	1.06949177053	4	2
3.26714927606	-0.267149276062	2	0
3.70607603549	-0.70607603549	1	1
3.54696257609	-0.546962576085	1	1
3.37526737458	-0.375267374583	2	0
4.10966559093	0.890334409071	4	1
3.35075601497	-0.350756014969	2	0
3.38541856589	-0.385418565889	2	0
4.59487944794	-0.594879447939	1	1
3.3531794918	-0.353179491798	2	0
3.39268436742	-0.392684367417	2	0
3.34531433141	-0.345314331411	2	0
3.49726974754	-0.497269747542	1	1
4.50212052939	-0.502120529393	1	1
4.37513296693	-0.375132966927	2	0
4.29733201036	-0.297332010363	2	0
3.84889007881	0.151109921186	2	0
3.24120492329	-0.241204923288	2	0
4.31533244737	-0.315332447367	2	0
3.53547155129	-0.535471551289	1	1
4.55517232712	-0.555172327117	1	1
3.30802912419	-0.308029124188	2	0
3.43937418798	-0.439374187977	1	0
4.47157782613	-0.47157782613	1	1
3.46243252625	-0.46243252625	1	1
3.42238745681	-0.42238745681	2	0
4.45990819914	-0.459908199141	1	1
3.9201336947	2.0798663053	6	4
3.36131951733	-0.361319517326	2	0
3.38981386688	-0.389813866879	2	0
4.14380652337	1.85619347663	5	4
3.31410039328	-0.314100393282	2	0
4.37027767526	-0.370277675256	2	0
3.28174905636	-0.281749056357	2	0
3.29126238575	-0.291262385747	2	0
3.27723038681	-0.277230386814	2	0
4.04743037518	0.952569624819	4	2
4.59340630694	-0.593406306942	1	1
3.32610722568	-0.326107225681	2	0
3.54032147834	-0.540321478336	1	1
4.46425335496	-0.46425335496	1	1
3.55120030297	-0.551200302972	1	1
3.99380519742	1.00619480258	4	2
3.95020298131	1.04979701869	4	2
4.19206485608	0.80793514392	3	1
4.44623337478	-0.446233374778	1	0
4.06333017153	-0.0633301715282	2	0
3.32479492401	-0.324794924013	2	0
3.57570370377	0.424296296233	3	0
4.13902752225	0.860972477752	4	1
3.34344695523	-0.343446955231	2	0
3.31764217638	-0.317642176382	2	0
4.52720282176	-0.527202821765	1	1
4.70444246499	-0.704442464993	1	1
3.34923309953	-0.349233099532	2	0
4.5909781807	-0.590978180696	1	1
4.0824822288	0.917517771195	4	2
3.37327299557	-0.373272995568	2	0
3.38144963707	-0.381449637071	2	0
4.63552891472	0.364471085284	3	0
3.36656145478	-0.366561454775	2	0
3.37685774137	-0.37685774137	2	0
4.05965773389	-0.0596577338915	2	0
4.48007998101	-0.480079981006	1	1
4.10840901918	0.891590980821	4	1
3.32748289372	-0.327482893717	2	0
4.03996538585	0.960034614153	4	2
4.4684018998	0.531598100196	3	1
3.35830754999	-0.358307549987	2	0
3.30141672845	-0.30141672845	2	0
4.33940443265	-0.339404432651	2	0
4.04357026305	0.956429736951	4	2
4.08714514368	1.91285485632	5	4
4.28728300137	-0.287283001369	2	0
3.95461442426	1.04538557574	4	2
3.49735650591	-0.497356505913	1	1
3.30591923756	-0.30591923756	2	0
3.42430473649	-0.424304736494	1	0
4.25569883057	0.744301169434	3	1
4.16497139793	1.83502860207	5	4
3.37570863599	-0.375708635994	2	0
4.41832485766	-0.418324857665	2	0
4.43838169089	-0.438381690886	1	0
3.34352018718	-0.343520187183	2	0
4.09388697347	0.906113026532	4	1
3.50598919573	-0.505989195734	1	1
4.08743124332	0.912568756683	4	1
4.23755667767	-0.237556677666	2	0
4.01439435353	0.985605646468	4	2
4.63006991434	-0.630069914342	1	1
4.18384580973	1.81615419027	5	3
4.61059220052	-0.610592200518	1	1
3.37036587905	-0.370365879053	2	0
3.79899187347	-1.66707272926	0	3
3.40875827107	-0.408758271065	2	0
3.33479331628	-0.334793316276	2	0
3.65038235083	-0.650382350827	1	1
4.08584727783	1.91415272217	5	4
4.24883042466	0.751169575336	3	1
3.37241553176	-0.372415531759	2	0
3.35274060035	-0.352740600353	2	0
4.77983390057	-0.77983390057	1	1
3.4405007385	-0.440500738498	1	0
3.96688320921	1.03311679079	4	2
3.35142147487	-0.351421474867	2	0
3.31025537627	-0.310255376268	2	0
3.93236252097	1.06763747903	4	2
3.54864582341	-1.54864582341	0	3
3.3232155206	-0.323215520599	2	0
3.35043551121	-0.350435511209	2	0
3.95255155724	-0.952551557238	1	2
3.39329651274	-0.393296512744	2	0
4.09340411056	0.906595889436	4	1
3.87692276614	-1.66707272926	0	3
4.02301274513	0.976987254874	4	2
4.60759222333	0.392407776669	3	0
3.59012346947	-0.590123469469	1	1
3.41611533939	-0.416115339388	2	0
4.56660425655	0.433395743451	3	0
4.57648372832	-0.576483728318	1	1
3.38094605923	-0.380946059226	2	0
