proba_0	proba_1
0.00515186694229	0.994848133058
0.0352120828357	0.964787917164
0.00297746854981	0.99702253145
0.00920185990447	0.990798140096
0.0016161423847	0.998383857615
0.00901846633539	0.990981533665
0.00573562779124	0.994264372209
0.00943249275454	0.990567507245
0.00168071366442	0.998319286336
0.00573562779124	0.994264372209
0.0015914880382	0.998408511962
0.567979136313	0.432020863687
0.166888887528	0.833111112472
0.00147386562811	0.998526134372
0.00147059140045	0.9985294086
0.0194729860423	0.980527013958
0.959325574854	0.0406744251461
0.00113899652609	0.998861003474
0.0110100303071	0.988989969693
0.00502092032078	0.994979079679
0.00469103147686	0.995308968523
0.00491199437986	0.99508800562
0.00502092032078	0.994979079679
0.00141636705358	0.998583632946
0.00168011988482	0.998319880115
0.0024763805627	0.997523619437
0.001002151442	0.998997848558
0.00146272037668	0.998537279623
0.00559998700546	0.994400012995
0.24176884422	0.75823115578
0.0024763805627	0.997523619437
0.00165833450156	0.998341665498
0.0293805536849	0.970619446315
0.00158154512424	0.998418454876
0.00935494219454	0.990645057805
0.00141636705358	0.998583632946
0.00573562779124	0.994264372209
0.00151145934306	0.998488540657
0.00935494219454	0.990645057805
0.00896212648304	0.991037873517
0.00183714554307	0.998162854457
0.00950624770793	0.990493752292
0.00515186694229	0.994848133058
0.202737707521	0.797262292479
0.00155026093965	0.99844973906
0.00123377101521	0.998766228985
0.00787843068684	0.992121569313
0.00485297228579	0.995147027714
0.00491199437986	0.99508800562
0.00932665571197	0.990673344288
0.0289451577916	0.971054842208
0.00282987148869	0.997170128511
0.265567872223	0.734432127777
0.00201220004888	0.997987799951
0.00170539735572	0.998294602644
0.00166630558576	0.998333694414
0.00906078584784	0.990939214152
0.00142391878008	0.99857608122
0.0117307938137	0.988269206186
0.00146668844436	0.998533311556
0.0105595757593	0.989440424241
0.0104531719349	0.989546828065
0.00502092032078	0.994979079679
0.00190134314943	0.998098656851
0.00162573879331	0.998374261207
0.00168011988482	0.998319880115
0.00182177367066	0.998178226329
0.00127358449005	0.99872641551
0.00491199437986	0.99508800562
0.00573562779124	0.994264372209
0.00515186694229	0.994848133058
0.0105278725495	0.98947212745
0.689298572979	0.310701427021
0.00155813196343	0.998441868037
0.00491199437986	0.99508800562
0.00146272037668	0.998537279623
0.0103189010165	0.989681098983
0.00559998700546	0.994400012995
0.0010168250459	0.998983174954
0.00102666789943	0.998973332101
0.0092851807388	0.990714819261
0.000993876224803	0.999006123775
0.00530366893086	0.994696331069
0.00098659898062	0.999013401019
0.00573562779124	0.994264372209
0.00146599460434	0.998534005396
0.00146272037668	0.998537279623
0.00491199437986	0.99508800562
0.00849245038703	0.991507549613
0.00145605169038	0.99854394831
0.00160319416564	0.998396805834
0.0104709032444	0.989529096756
0.00100885396169	0.998991146038
0.00121914675672	0.998780853243
0.00787843068684	0.992121569313
0.00491199437986	0.99508800562
0.00878577308195	0.991214226918
0.00206763981524	0.997932360185
0.0015914880382	0.998408511962
0.00502092032078	0.994979079679
0.00147396568854	0.998526034311
0.00923754787319	0.990762452127
0.00491199437986	0.99508800562
0.00952193351074	0.990478066489
0.00145017278406	0.998549827216
0.059905817864	0.940094182136
0.00559998700546	0.994400012995
0.0014242407625	0.998575759237
0.00950624770793	0.990493752292
0.00573562779124	0.994264372209
0.0488742144173	0.951125785583
0.00851650875786	0.991483491242
0.00923754787319	0.990762452127
0.00559998700546	0.994400012995
0.456969159969	0.543030840031
0.00102676795986	0.99897323204
0.581922323038	0.418077676962
0.00573562779124	0.994264372209
0.00918374176582	0.990816258234
0.00105837159168	0.998941628408
0.588469016175	0.411530983825
0.00491199437986	0.99508800562
0.00901846633539	0.990981533665
0.00143058746639	0.998569412534
0.00502092032078	0.994979079679
0.0186904859723	0.981309514028
0.0100024141823	0.989997585818
0.00123382036062	0.998766179639
0.00573562779124	0.994264372209
0.00906078584784	0.990939214152
0.00143188986429	0.998568110136
0.00945360155935	0.990546398441
0.00187545956341	0.998124540437
0.00832655075	0.99167344925
0.00193765481793	0.998062345182
0.00144137808648	0.998558621914
0.247356133401	0.752643866599
0.00108516527998	0.99891483472
0.00573562779124	0.994264372209
0.0317212445656	0.968278755434
0.000993876224803	0.999006123775
0.00864706578167	0.991352934218
0.00787843068684	0.992121569313
0.00117780130082	0.998822198699
0.00159935906198	0.998400640938
0.00515186694229	0.994848133058
0.00923754787319	0.990762452127
0.036884718628	0.963115281372
0.00502092032078	0.994979079679
0.00888764947792	0.991112350522
0.00278997448844	0.997210025512
0.00100885396169	0.998991146038
0.0503543650441	0.949645634956
0.0467481727101	0.95325182729
0.00939531429231	0.990604685708
0.0102230999002	0.9897769001
0.00143386169404	0.998566138306
0.00491199437986	0.99508800562
0.00587010495331	0.994129895047
0.00873797368324	0.991262026317
0.0114887574183	0.988511242582
0.00100174724858	0.998998252751
0.0093585630523	0.990641436948
0.00120283726426	0.998797162736
0.00151145934306	0.998488540657
0.00956230560851	0.990437694391
0.0140654869213	0.985934513079
0.0232491483485	0.976750851652
0.00559998700546	0.994400012995
0.0102230999002	0.9897769001
0.00491199437986	0.99508800562
0.00901846633539	0.990981533665
0.00515186694229	0.994848133058
0.0016879909086	0.998312009091
0.00144183277825	0.998558167222
0.958728901956	0.0412710980437
0.00163568170727	0.998364318293
0.00200492280469	0.997995077195
0.918609398192	0.0813906018076
0.000998107302049	0.999001892698
0.00469103147686	0.995308968523
0.0111538724377	0.988846127562
0.0110595055975	0.988940494403
0.00758097365455	0.992419026345
0.00178383354741	0.998216166453
0.00947723298945	0.990522767011
0.391789550208	0.608210449792
0.00943053174564	0.990569468254
0.00100174724858	0.998998252751
0.028743945486	0.971256054514
0.000993876224803	0.999006123775
0.112682853276	0.887317146724
0.00175807216518	0.998241927835
0.00923754787319	0.990762452127
0.00901846633539	0.990981533665
0.0024763805627	0.997523619437
0.544364907765	0.455635092235
0.00102666789943	0.998973332101
0.000993876224803	0.999006123775
0.00869816669816	0.991301833302
0.939492387503	0.060507612497
0.000998107302049	0.999001892698
0.00944462378022	0.99055537622
0.00147059140045	0.9985294086
0.15214361889	0.84785638111
0.00624719746314	0.993752802537
0.00166630558576	0.998333694414
0.00946531690056	0.990534683099
0.221406696359	0.778593303641
0.150105512051	0.849894487949
0.00787843068684	0.992121569313
0.00572154078175	0.994278459218
0.00851660185377	0.991483398146
0.00883654126029	0.99116345874
0.00573562779124	0.994264372209
0.00502092032078	0.994979079679
0.0295007320528	0.970499267947
0.00190134314943	0.998098656851
0.993560410293	0.00643958970695
0.00502092032078	0.994979079679
0.0182022692216	0.981797730778
0.0380914991881	0.961908500812
0.0243236493844	0.975676350616
0.00113899652609	0.998861003474
0.737953173108	0.262046826892
0.00101879687565	0.998981203124
0.996101858481	0.00389814151864
0.0015786269422	0.998421373058
0.957606288631	0.0423937113695
0.00146392271415	0.998536077286
0.00923754787319	0.990762452127
0.013012039808	0.986987960192
0.0113586562326	0.988641343767
0.00116166741183	0.998838332588
0.00491199437986	0.99508800562
0.0013104499229	0.998689550077
0.230754715218	0.769245284782
0.00175123783916	0.998248762161
0.00950624770793	0.990493752292
0.0485604094611	0.951439590539
0.00151812802936	0.998481871971
0.00573562779124	0.994264372209
0.0830806938819	0.916919306118
0.00194893964726	0.998051060353
0.00634921949087	0.993650780509
0.00837914052989	0.99162085947
0.00912740191347	0.990872598087
0.000994180357794	0.999005819642
0.00491199437986	0.99508800562
0.00469103147686	0.995308968523
0.128847381865	0.871152618135
0.010271114121	0.989728885879
0.00102676795986	0.99897323204
0.00491199437986	0.99508800562
0.00972532924573	0.990274670754
0.00904294352566	0.990957056474
0.0236050729042	0.976394927096
0.000993876224803	0.999006123775
0.000993876224803	0.999006123775
0.00162845653609	0.998371543464
0.00107628558984	0.99892371441
0.00502092032078	0.994979079679
0.00491199437986	0.99508800562
