0.38	0.53	2.0	157	3	0	1	0	sales	1
0.8	0.86	5.0	262	6	0	1	0	sales	2
0.37	0.52	2.0	159	3	0	1	0	sales	1
0.1	0.77	6.0	247	4	0	1	0	sales	1
0.92	0.85	5.0	259	5	0	1	0	sales	1
0.42	0.53	2.0	142	3	0	1	0	sales	1
0.45	0.54	2.0	135	3	0	1	0	sales	1
0.11	0.81	6.0	305	4	0	1	0	sales	1
0.84	0.92	4.0	234	5	0	1	0	sales	1
0.41	0.55	2.0	148	3	0	1	0	sales	1
0.38	0.54	2.0	143	3	0	1	0	sales	1
0.45	0.47	2.0	160	3	0	1	0	sales	1
0.78	0.99	4.0	255	6	0	1	0	sales	1
0.45	0.51	2.0	160	3	1	1	1	sales	1
0.11	0.83	6.0	282	4	0	1	0	sales	1
0.38	0.55	2.0	147	3	0	1	0	sales	1
0.46	0.57	2.0	139	3	0	1	0	sales	1
0.4	0.53	2.0	158	3	0	1	0	sales	1
0.89	0.92	5.0	242	5	0	1	0	sales	1
0.4	0.49	2.0	135	3	0	1	0	sales	1
0.41	0.46	2.0	128	3	0	1	0	accounting	1
0.09	0.62	6.0	294	4	0	1	0	accounting	1
0.45	0.57	2.0	134	3	0	1	0	hr	1
0.4	0.51	2.0	145	3	0	1	0	hr	1
0.45	0.55	2.0	140	3	0	1	0	hr	1
0.84	0.87	4.0	246	6	0	1	0	hr	1
0.38	0.46	2.0	137	3	0	1	0	technical	1
0.45	0.5	2.0	126	3	0	1	0	technical	1
0.11	0.89	6.0	306	4	0	1	0	technical	1
0.87	0.88	5.0	269	5	0	1	0	technical	1
0.45	0.48	2.0	158	3	0	1	0	technical	1
0.4	0.46	2.0	127	3	0	1	0	technical	1
0.1	0.8	7.0	281	4	0	1	0	technical	1
0.09	0.89	6.0	276	4	0	1	0	technical	1
0.4	0.55	2.0	147	3	0	1	0	support	1
0.57	0.7	3.0	273	6	0	1	0	support	1
0.4	0.54	2.0	148	3	0	1	0	support	1
0.43	0.47	2.0	147	3	0	1	0	support	1
0.44	0.55	2.0	135	3	0	1	0	support	1
0.39	0.54	2.0	132	3	0	1	0	support	1
0.1	0.92	7.0	307	4	0	1	0	support	1
0.11	0.94	7.0	255	4	0	1	0	support	1
0.1	0.81	6.0	309	4	0	1	0	technical	1
0.38	0.54	2.0	128	3	0	1	0	technical	1
0.85	0.91	5.0	226	5	0	1	0	management	2
0.11	0.93	7.0	308	4	0	1	0	IT	2
0.1	0.95	6.0	244	5	0	1	0	IT	2
0.36	0.56	2.0	132	3	0	1	0	IT	2
0.11	0.94	6.0	286	4	0	1	0	IT	2
0.9	0.98	4.0	264	6	0	1	0	product_mng	2
0.76	0.86	5.0	223	5	1	1	0	product_mng	2
0.43	0.5	2.0	135	3	0	1	0	product_mng	2
0.74	0.99	2.0	277	3	0	1	0	IT	2
0.45	0.49	2.0	149	3	0	1	0	product_mng	3
0.11	0.97	6.0	277	4	0	1	0	product_mng	2
0.4	0.54	2.0	137	3	0	1	0	marketing	2
0.43	0.56	2.0	157	3	0	1	0	sales	1
0.39	0.56	2.0	142	3	0	1	0	accounting	1
0.45	0.54	2.0	140	3	0	1	0	support	1
0.38	0.49	2.0	151	3	0	1	0	technical	1
0.79	0.59	4.0	139	3	0	1	1	management	1
0.84	0.85	4.0	249	6	0	1	0	marketing	1
0.11	0.77	6.0	291	4	0	1	0	marketing	1
0.17	0.84	5.0	232	3	0	1	0	sales	1
0.37	0.57	2.0	130	3	0	1	0	sales	1
0.1	0.79	6.0	291	4	0	1	0	sales	1
0.89	1.0	5.0	246	5	0	1	0	sales	1
0.46	0.55	2.0	129	3	0	1	0	sales	1
0.09	0.83	6.0	255	4	0	1	0	sales	1
0.37	0.51	2.0	155	3	0	1	0	sales	1
0.1	0.77	6.0	265	4	0	1	0	sales	1
0.1	0.84	6.0	279	4	0	1	0	sales	1
0.11	0.97	6.0	284	4	0	1	0	sales	1
0.9	1.0	5.0	221	6	0	1	0	sales	2
0.38	0.52	2.0	154	3	0	1	0	sales	2
0.42	0.46	2.0	150	3	0	1	0	sales	2
0.09	0.94	7.0	267	4	0	1	0	sales	2
0.43	0.52	2.0	158	3	0	1	0	sales	2
0.24	0.46	7.0	224	5	0	1	0	accounting	2
0.91	1.0	4.0	257	5	0	1	0	accounting	2
0.44	0.5	2.0	148	3	0	1	0	accounting	2
0.71	0.87	3.0	177	4	0	1	0	hr	2
0.4	0.49	2.0	155	3	0	1	0	hr	2
0.43	0.47	2.0	144	3	0	1	0	hr	2
0.09	0.85	6.0	289	4	0	1	0	hr	3
0.43	0.52	2.0	160	3	0	1	0	technical	1
0.9	0.96	4.0	258	5	0	1	0	technical	2
0.84	1.0	5.0	234	5	0	1	0	technical	2
0.37	0.48	2.0	137	3	0	1	0	technical	2
0.86	0.68	5.0	263	2	0	1	0	technical	2
0.11	0.84	6.0	251	4	0	1	0	technical	1
0.37	0.57	2.0	133	3	0	1	0	technical	1
0.4	0.46	2.0	132	3	0	1	0	technical	1
0.14	0.62	4.0	158	4	1	1	0	technical	1
0.75	1.0	4.0	216	6	0	1	0	technical	1
0.11	0.84	6.0	300	5	1	1	0	support	1
0.46	0.49	2.0	138	3	0	1	0	support	1
0.38	0.49	2.0	132	3	0	1	0	support	1
0.09	0.82	6.0	250	4	0	1	0	support	1
0.37	0.45	2.0	151	3	0	1	0	support	1
0.1	0.83	6.0	292	4	0	1	0	support	1
0.38	0.57	2.0	140	3	0	1	0	support	1
0.9	1.0	5.0	221	5	0	1	0	support	1
0.44	0.51	2.0	138	3	0	1	0	support	1
0.36	0.5	2.0	132	3	0	1	0	technical	1
0.31	0.84	7.0	133	5	0	1	0	technical	1
0.1	0.84	6.0	283	4	1	1	0	technical	1
0.74	1.0	4.0	249	5	0	1	0	IT	1
0.73	0.87	5.0	257	5	0	1	0	IT	1
0.09	0.96	6.0	245	4	0	1	0	IT	1
0.45	0.53	2.0	155	3	0	1	0	IT	1
0.11	0.8	6.0	256	4	0	1	0	IT	1
0.84	0.99	4.0	267	5	0	1	0	product_mng	1
0.41	0.46	2.0	151	3	0	1	0	product_mng	1
0.76	0.92	4.0	239	5	0	1	0	product_mng	1
0.11	0.87	6.0	306	4	0	1	0	IT	1
0.39	0.5	2.0	147	3	0	1	0	marketing	1
0.11	0.91	6.0	278	4	0	1	0	marketing	1
0.45	0.56	2.0	154	3	0	1	0	marketing	1
0.37	0.52	2.0	143	3	0	1	0	marketing	1
0.39	0.48	2.0	160	3	0	1	0	sales	1
0.11	0.8	6.0	304	4	0	1	0	accounting	1
0.11	0.92	6.0	305	4	0	1	0	technical	1
0.39	0.5	2.0	136	3	0	1	0	management	1
0.9	0.98	5.0	243	6	0	1	0	marketing	1
0.11	0.84	7.0	296	4	0	1	0	sales	1
0.43	0.55	2.0	129	3	0	1	0	sales	1
0.31	0.54	5.0	132	5	0	1	0	sales	1
0.32	0.5	2.0	135	5	0	1	0	sales	1
0.41	0.46	2.0	160	3	0	1	1	sales	1
0.11	0.78	7.0	278	4	0	1	0	sales	1
0.54	0.74	4.0	164	2	0	1	0	sales	1
0.38	0.5	2.0	140	3	0	1	0	sales	2
0.37	0.51	2.0	127	3	0	1	0	sales	2
0.11	0.85	6.0	308	5	0	1	0	sales	2
0.4	0.47	2.0	146	3	0	1	0	sales	2
0.1	0.84	6.0	261	4	0	1	0	accounting	2
0.89	0.99	5.0	257	5	0	1	0	accounting	2
0.11	0.8	6.0	285	4	0	1	0	accounting	2
0.36	0.55	2.0	141	3	0	1	0	hr	2
0.4	0.46	2.0	127	3	0	1	0	hr	2
0.09	0.85	6.0	297	4	0	1	0	hr	2
0.4	0.46	2.0	143	3	0	1	0	hr	2
0.37	0.55	2.0	152	3	0	1	0	technical	2
0.92	0.87	4.0	226	6	1	1	0	technical	2
0.74	0.91	4.0	232	5	0	1	0	technical	2
0.89	0.95	4.0	275	5	0	1	0	technical	2
0.27	0.54	7.0	278	3	0	1	0	technical	1
0.1	0.91	6.0	287	4	0	1	0	technical	1
0.1	0.89	7.0	285	4	0	1	0	technical	1
0.39	0.5	2.0	135	3	0	1	0	support	1
0.76	1.0	5.0	219	5	0	1	0	support	1
0.1	0.93	6.0	256	4	0	1	0	support	1
0.87	0.9	5.0	254	6	0	1	0	support	1
0.77	0.99	5.0	228	5	0	1	0	support	1
0.78	0.87	4.0	228	5	0	1	0	support	1
0.44	0.5	2.0	128	3	0	1	0	support	1
0.38	0.52	2.0	153	3	0	1	0	support	1
0.43	0.46	2.0	156	3	0	1	0	technical	1
0.88	1.0	5.0	219	5	0	1	0	technical	1
0.36	0.51	2.0	155	3	0	1	0	IT	1
0.1	0.84	6.0	286	4	0	1	0	product_mng	1
0.37	0.5	2.0	135	3	0	1	0	product_mng	1
0.37	0.51	2.0	153	3	0	1	0	product_mng	1
0.87	0.9	5.0	252	5	0	1	0	IT	1
0.9	0.97	4.0	258	5	0	1	0	accounting	1
0.37	0.46	2.0	158	3	0	1	0	hr	1
0.44	0.54	2.0	149	3	0	1	0	hr	1
0.85	0.95	5.0	236	5	0	1	0	hr	1
0.42	0.47	2.0	159	3	0	1	0	marketing	1
0.11	0.83	6.0	244	4	0	1	0	accounting	1
0.42	0.56	2.0	134	3	0	1	0	support	1
0.48	0.57	4.0	270	4	0	1	0	technical	1
0.83	0.85	4.0	255	5	0	1	0	management	1
0.4	0.53	2.0	151	3	0	1	0	marketing	1
0.43	0.45	2.0	135	3	0	1	0	marketing	1
0.43	0.53	2.0	146	3	0	1	0	marketing	1
0.1	0.97	7.0	254	4	0	1	0	sales	1
0.89	0.86	5.0	275	5	0	1	0	sales	1
0.45	0.46	2.0	155	3	0	1	0	sales	1
0.46	0.49	2.0	148	3	0	1	0	sales	1
0.87	0.91	4.0	228	5	0	1	0	sales	1
0.11	0.84	6.0	298	4	0	1	0	sales	1
0.79	0.87	5.0	261	5	0	1	0	sales	1
0.79	0.92	5.0	254	6	0	1	0	sales	1
0.19	0.59	7.0	192	3	0	1	0	sales	1
