9022	8	11	170	1	1
5087	8	11	54	1	1
5087	8	11	170	1	1
5358	8	11	54	2	1
5358	8	11	170	3	1
5599	8	11	54	2	1
5599	8	11	68	1	1
5599	8	11	170	3	1
9350	8	11	68	1	1
9350	8	11	170	2	1
9350	8	11	54	1	1
14867	8	11	54	1	1
6385	8	11	170	2	1
6385	8	11	54	1	1
11027	8	32	280	1	4
90	8	11	68	1	1
15956	8	11	170	3	1
15956	8	11	54	3	1
12401	8	11	85	2	2
10992	8	11	54	2	1
12366	8	11	54	2	1
12366	8	11	207	1	1
12366	8	11	62	1	1
12366	8	11	86	1	1
12366	8	11	170	2	1
12366	8	11	182	1	1
5260	8	11	207	1	1
5260	8	11	170	2	1
5260	8	11	182	1	1
2603	8	11	86	1	2
14768	8	11	68	2	1
14768	8	11	54	1	1
10104	8	11	54	151	1
10104	8	11	20	1	1
10104	8	11	103	100	1
15025	8	11	170	2	1
11285	8	11	68	1	1
11285	8	11	54	4	1
11285	8	11	170	4	1
1964	8	11	54	1	2
8118	8	11	68	1	1
8118	8	11	170	3	1
18439	8	11	54	4	1
18439	8	11	170	6	1
8645	8	11	170	1	2
8645	8	11	54	1	2
2023	8	11	170	4	1
2023	8	11	54	4	1
94	8	11	68	1	1
94	8	11	54	2	1
94	8	11	170	9	1
16483	8	11	54	7	1
16483	8	11	170	5	1
7329	8	11	54	1	4
7329	8	11	170	1	4
9039	8	11	170	2	1
9039	8	11	54	3	1
6310	8	11	68	3	1
15761	8	11	68	1	2
6982	8	11	68	1	4
17860	8	11	68	1	1
9442	8	11	206	1	2
9442	8	11	85	1	2
16590	8	11	85	1	2
25	8	11	206	1	2
1957	2	20	204	2	1
1957	2	20	182	1	1
1957	2	20	87	1	1
1957	2	20	170	26	1
1957	2	20	207	1	1
1957	2	20	219	1	1
1957	2	20	134	1	1
1957	2	20	209	5	1
1957	2	20	206	1	1
1957	2	11	204	2	1
1957	2	11	182	1	1
1957	2	11	87	1	1
1957	2	11	170	26	1
1957	2	11	207	1	1
1957	2	11	219	1	1
1957	2	11	134	1	1
1957	2	11	209	5	1
1957	2	11	206	1	1
1957	8	20	204	2	1
1957	8	20	182	1	1
1957	8	20	87	1	1
1957	8	20	170	26	1
1957	8	20	207	1	1
1957	8	20	219	1	1
1957	8	20	134	1	1
1957	8	20	209	5	1
1957	8	20	206	1	1
1957	8	11	204	2	1
1957	8	11	182	1	1
1957	8	11	87	1	1
1957	8	11	170	26	1
1957	8	11	207	1	1
1957	8	11	219	1	1
1957	8	11	134	1	1
1957	8	11	209	5	1
1957	8	11	206	1	1
10214	8	11	54	1	1
9921	8	11	209	1	1
9921	8	11	87	1	1
14209	8	11	85	1	1
14209	8	11	209	1	1
14209	8	11	206	1	1
14209	8	11	87	1	1
2626	8	11	209	1	1
14606	8	11	54	1	2
14606	8	11	209	1	2
14606	8	11	87	1	2
11483	8	11	87	1	1
16817	8	11	87	1	1
16817	8	11	206	1	1
9632	8	11	170	18	1
9632	8	11	54	18	1
9632	8	11	62	1	1
9632	8	11	83	2	1
9632	8	11	87	4	1
9632	8	11	182	1	1
9632	8	11	209	4	1
9632	8	11	204	2	1
15407	8	11	182	1	1
15407	8	11	209	4	1
15407	8	11	204	2	1
15407	8	11	170	17	1
6455	8	11	170	2	1
6455	8	11	54	2	1
7011	8	11	206	1	2
5289	2	21	219	2	1
5289	2	21	134	2	1
5289	2	21	135	1	1
5289	2	20	219	2	1
5289	2	20	134	2	1
5289	2	20	135	1	1
1902	8	11	54	2	1
6164	8	11	209	1	1
6164	8	11	87	1	1
14344	8	11	54	1	2
14344	8	11	87	3	2
1589	8	11	182	1	1
1589	8	11	204	2	1
1589	8	11	170	17	1
1589	8	11	54	17	1
1589	8	11	62	1	1
1589	8	11	87	4	1
1589	8	11	83	2	1
1589	8	11	209	4	1
7509	8	11	170	17	1
7509	8	11	182	1	1
7509	8	11	204	2	1
7509	8	11	209	4	1
18239	8	11	170	7	1
18239	8	11	54	4	1
3391	8	11	170	1	1
3391	8	11	54	1	1
10939	8	11	170	2	1
10939	8	11	54	1	1
6857	8	11	54	4	1
6857	8	11	170	6	1
3433	2	20	219	2	1
3433	2	20	134	2	1
14758	8	11	68	1	2
7222	8	11	65	1	1
15476	8	11	68	1	1
13162	8	11	195	2	1
13162	8	11	73	3	1
15441	8	11	195	8	1
15441	8	11	73	9	1
6813	8	11	73	2	1
6813	8	11	195	2	1
1120	8	11	73	4	1
1120	8	11	195	4	1
13916	8	11	73	2	1
13916	8	11	195	1	1
3281	8	11	73	1	1
3281	8	11	195	1	1
15933	8	11	73	1	1
1899	8	21	135	1	1
1899	8	21	73	14	1
1899	8	21	195	14	1
1899	8	11	135	1	1
1899	8	11	73	14	1
1899	8	11	195	14	1
1899	2	21	135	1	1
1899	2	21	73	14	1
1899	2	21	195	14	1
1899	2	11	135	1	1
1899	2	11	73	14	1
1899	2	11	195	14	1
3769	8	11	55	1	1
3769	8	11	171	1	1
3769	8	11	195	58	1
3769	8	11	73	59	1
17049	8	11	195	56	1
17049	8	11	73	57	1
15814	8	11	73	3	1
15814	8	11	195	3	1
14597	8	11	73	1	1
14597	8	11	195	2	1
9019	8	11	55	1	1
3860	8	11	68	1	1
3860	8	11	202	1	1
12002	8	11	202	2	1
12002	8	11	81	1	1
10479	2	20	219	1	1
10479	2	20	134	1	1
4715	2	20	134	1	1
13803	8	11	55	2	2
13803	8	11	171	2	2
4069	8	11	55	1	2
4219	8	11	55	1	1
4219	8	11	171	2	1
10573	8	11	171	11	1
10573	8	11	55	8	1
4969	8	11	171	1	2
4969	8	11	55	1	2
9908	8	11	55	2	2
6197	8	11	68	1	2
6197	8	11	171	1	2
8583	8	11	55	3	1
8583	8	11	171	1	1
15370	8	11	171	3	1
5493	8	11	171	1	1
3199	8	11	68	1	1
3199	8	11	171	1	1
3199	8	11	55	2	1
1309	8	11	45	1	1
1309	8	11	161	1	1
17232	8	11	161	1	1
1005	8	11	170	1	1
1005	8	11	54	1	1
9470	8	11	54	5	1
